"run_id","task_category","model_slug","condition","final_content_empty","h5_scoring_source","n_judges","qa_correct","judge_mean_score"
"M1G__UP015","summarization","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3.33333333333333
"M1S__UP015","summarization","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP016","summarization","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP016","summarization","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP017","summarization","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M1S__UP017","summarization","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M1S__UP018","summarization","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP018","summarization","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP019","summarization","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M1S__UP019","summarization","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP020","summarization","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP020","summarization","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP021","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP021","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP022","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,0,
"M1G__UP022","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,0,
"M1G__UP023","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP023","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP024","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,0,
"M1G__UP024","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,0,
"M1G__UP025","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP025","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP026","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP026","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP027","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP027","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP028","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP028","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP029","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP029","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP030","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP030","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP031","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP031","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP032","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,0,
"M1G__UP032","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,0,
"M1G__UP033","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP033","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP034","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP034","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP035","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP035","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP036","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP036","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP037","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP037","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP038","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP038","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP039","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP039","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP040","open_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,0,
"M1G__UP040","open_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,0,
"M1G__UP041","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP041","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP042","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,3.66666666666667
"M1G__UP042","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M1G__UP043","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3
"M1S__UP043","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP044","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP044","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP045","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP045","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP046","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,3.66666666666667
"M1G__UP046","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP047","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M1S__UP047","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,3.66666666666667
"M1S__UP048","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP048","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP049","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M1S__UP049","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP050","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP050","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP051","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP051","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP052","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP052","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4
"M1G__UP053","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP053","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP054","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,2.33333333333333
"M1G__UP054","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,2
"M1G__UP055","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP055","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP056","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP056","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M1G__UP057","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M1S__UP057","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4
"M1S__UP058","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4
"M1G__UP058","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M1G__UP059","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3
"M1S__UP059","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,3
"M1S__UP060","classification","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP060","classification","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP061","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP061","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP062","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4
"M1G__UP062","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M1G__UP063","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP063","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP064","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP064","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3.33333333333333
"M1G__UP065","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M1S__UP065","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4
"M1S__UP066","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP066","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP067","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M1S__UP067","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M1S__UP068","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,3.66666666666667
"M1G__UP068","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M1G__UP069","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP069","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP070","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,3.33333333333333
"M1G__UP070","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4
"M1G__UP071","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP071","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP072","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M1G__UP072","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4
"M1G__UP073","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP073","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP074","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP074","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M1G__UP075","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP075","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4
"M1S__UP076","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP076","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP077","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP077","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M1S__UP078","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1G__UP078","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1G__UP079","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,5
"M1S__UP079","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,5
"M1S__UP080","information_extraction","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,,2.66666666666667
"M1G__UP080","information_extraction","granite4.1:8b","General",FALSE,"three_judge_panel",3,,2.33333333333333
"M1G__UP081","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP081","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP082","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP082","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,0,
"M1G__UP083","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP083","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP084","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP084","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP085","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP085","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP086","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP086","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP087","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP087","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP088","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP088","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP089","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP089","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP090","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP090","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP091","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP091","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP092","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP092","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP093","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP093","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP094","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,0,
"M1G__UP094","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP095","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP095","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP096","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP096","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP097","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP097","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP098","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP098","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1G__UP099","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M1S__UP099","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1S__UP100","closed_qa","granite4.1:8b","Sustainability",FALSE,"three_judge_panel",3,1,
"M1G__UP100","closed_qa","granite4.1:8b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP001","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP001","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP002","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP002","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP003","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP003","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP004","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP004","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP005","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP005","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP006","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP006","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP007","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP007","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP008","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP008","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP009","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP009","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP010","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP010","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP011","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M2S__UP011","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP012","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP012","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP013","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP013","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP014","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4
"M2G__UP014","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP015","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP015","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP016","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP016","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP017","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M2S__UP017","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M2S__UP018","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP018","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP019","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP019","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP020","summarization","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP020","summarization","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP021","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP021","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP022","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,0,
"M2G__UP022","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,0,
"M2G__UP023","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP023","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP024","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,0,
"M2G__UP024","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,0,
"M2G__UP025","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP025","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP026","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP026","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP027","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP027","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP028","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP028","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP029","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP029","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP030","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP030","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP031","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP031","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP032","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP032","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP033","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP033","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP034","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP034","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP035","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP035","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP036","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,0,
"M2G__UP036","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,0,
"M2G__UP037","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP037","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP038","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP038","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP039","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP039","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP040","open_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,0,
"M2G__UP040","open_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP041","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP041","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP042","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP042","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP043","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,2.33333333333333
"M2S__UP043","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP044","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP044","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP045","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP045","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP046","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,3.66666666666667
"M2G__UP046","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,3.33333333333333
"M2G__UP047","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M2S__UP047","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,2.33333333333333
"M2S__UP048","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
